Contacted?,Result?,County,School,Entity Type,Website,Phone,Phone Extension,Email,Administrator Name,Administrator Phone,Administrator Phone Ext.,PTO Contact Name,PTO Contact Number,PTO Contact Email,Notes
FALSE,,Los Angeles,Riviera Hall Lutheran School,Elementary School (Private),https://www.rivierahall.org/,(310) 375-5528,No Data,info@rivierahall.org,Wendy Barry,No Data,No Data,,,,
FALSE,,Los Angeles,Seaside Elementary,Elementary Schools (Public),No Data,(310) 533-4532,No Data,harrison.ellen@tusd.org,Ellen Harrison,No Data,No Data,,,,
FALSE,,Los Angeles,Shery (Kurt T.) High (Continuation),Continuation High Schools,No Data,(310) 533-4440,No Data,jimenez.jamie@tusd.org,Jamie Jimenez,(310) 533-4440,3620,,,,
FALSE,,Los Angeles,South Bay Christian School,K-12 Schools (Private),www.sbchristian.com,(310) 370-6215,No Data,nmartin@sccsda.org,Kirsten Born,No Data,No Data,,,,
FALSE,,Los Angeles,South Bay High School,K-12 Schools (Private),No Data,(310) 373-4556,200,dkindle@starsinc.com,Danny Kindle,No Data,No Data,,,,
FALSE,,Los Angeles,South High,High Schools (Public),No Data,(310) 533-4352,No Data,evans.jim@tusd.org,Jim Evans,(310) 533-4352,7380,,,,
FALSE,,Los Angeles,St. Catherine Laboure Elementary,Elementary School (Private),www.stcat.org,(310) 324-8732,No Data,administration@stcat.org,Jennifer Bagheri,No Data,No Data,,,,
FALSE,,Los Angeles,St. James Elementary,Elementary School (Private),www.sjscatholicschool.org,(310) 371-0416,No Data,nps@cde.ca.gov,Jae Kim,No Data,No Data,,,,
FALSE,,Los Angeles,Switzer Learning Center,K-12 Schools (Private),www.switzercenter.org,(310) 328-3611,No Data,nps@cde.ca.gov,Jeremy Deming,No Data,No Data,,,,
FALSE,,Los Angeles,Torrance Elementary,Elementary Schools (Public),No Data,(310) 533-4500,No Data,jacobson.nicole@tusd.org,Nicole Jacobson,(310) 533-4500,3780,,,,
FALSE,,Los Angeles,Torrance High,High Schools (Public),No Data,(310) 533-4396,No Data,girgis.karim@tusd.org,Karim Girgis,No Data,No Data,,,,
FALSE,,Los Angeles,Towers Elementary,Elementary Schools (Public),No Data,(310) 533-4535,No Data,kim.seunghee@tusd.org,SeungHee Kim,No Data,No Data,,,,
FALSE,,Los Angeles,Victor Elementary,Elementary Schools (Public),No Data,(310) 533-4542,No Data,baker.william@tusd.org,William Baker,No Data,No Data,,,,
FALSE,,Los Angeles,Walteria Elementary,Elementary Schools (Public),No Data,(310) 533-4487,No Data,guidi.suzanne@tusd.org,Suzanne Guidi,(310) 533-4487,4180,,,,
FALSE,,Los Angeles,West High,High Schools (Public),No Data,(310) 533-4299,No Data,murata.jenna@tusd.org,Jenna Murata,(310) 533-4299,7681,,,,
FALSE,,Los Angeles,Yukon Elementary,Elementary Schools (Public),No Data,(310) 533-4477,No Data,han.sorah@tusd.org,Sorah Han,(310) 533-4477,4480,,,,
FALSE,,Los Angeles,Tri-Cities ROP,ROC/ROP,www.tricitiesrop.org,(562) 698-9571,No Data,jsmith@tricitiesrop.org,John Smith,(562) 698-9571,100,,,,
FALSE,,Los Angeles,Dean L. Shively,Intermediate/Middle Schools (Public),No Data,(626) 580-0610,No Data,dperez@sd.vallelindo.k12.ca.us,Daniela Perez,(626) 580-0610,116,,,,
FALSE,,Los Angeles,Epiphany Catholic,Elementary School (Private),www.Epiphanyeagles.org,(626) 758-1094,No Data,nps@cde.ca.gov,Gabriela Negrete,No Data,No Data,,,,
FALSE,,Los Angeles,New Temple,Elementary Schools (Public),No Data,(626) 580-0692,No Data,rbonde@sd.vallelindo.k12.ca.us,Ryan Bonde,(626) 580-0692,202,,,,
FALSE,,Los Angeles,ALLAIS SCHOOL,Elementary School (Private),AllaisSchool.org,(626) 818-9166,No Data,topkidsclub.info@gmail.com,CHRIS CHAI,No Data,No Data,,,,
FALSE,,Los Angeles,Castle Rock Elementary,Elementary Schools (Public),www.wvusd.k12.ca.us,(909) 598-5006,No Data,echang@wvusd.org,Elizabeth Chang,(909) 598-5006,No Data,,,,
FALSE,,Los Angeles,Chaparral Middle,Intermediate/Middle Schools (Public),www.wvusd.k12.ca.us,(909) 861-6227,No Data,pcruz@wvusd.org,Pamela Cruz,(909) 861-6227,54001,,,,
FALSE,,Los Angeles,Collegewood Elementary,Elementary Schools (Public),www.wvusd.k12.ca.us,(909) 598-5308,No Data,jcadena@wvusd.org,Jessica Cadena,No Data,No Data,,,,
FALSE,,Los Angeles,Cyrus J. Morris Elementary,Elementary Schools (Public),www.wvusd.k12.ca.us,(909) 594-0053,No Data,jveneracion@wvusd.org,Jennifer Veneracion,(909) 594-0053,No Data,,,,
FALSE,,Los Angeles,Diamond Bar High,High Schools (Public),www.wvusd.k12.ca.us,(909) 594-1405,No Data,dhong@wvusd.org,David Hong,(909) 594-1405,No Data,,,,
FALSE,,Los Angeles,Evergreen Elementary,Elementary Schools (Public),www.wvusd.k12.ca.us,(909) 594-1041,No Data,gcardenas@wvusd.org,Gabriel Cardenas,No Data,No Data,,,,
FALSE,,Los Angeles,Institute of Knowledge,K-12 Schools (Private),www.instituteofknowledge.com/school/,(909) 595-2401,No Data,nps@cde.ca.gov,Abdulrahman Hachache,No Data,No Data,,,,
FALSE,,Los Angeles,Kingdom Seed Academy,Elementary School (Private),kingdomseededu.org,(909) 922-7333,No Data,lydia.wu@littleseedchildcenter.org,Lydia Wu,No Data,No Data,,,,
FALSE,,Los Angeles,Learning Tree Walnut Education Center,Elementary School (Private),http://www.learningtrees.us/,(909) 612-7668,No Data,nps@cde.ca.gov,Connie Sun,No Data,No Data,,,,
FALSE,,Los Angeles,Leonard G. Westhoff Elementary,Elementary Schools (Public),www.wvusd.k12.ca.us,(909) 594-6483,No Data,rnorthcott@wvusd.org,Rosa Northcott,No Data,No Data,,,,
FALSE,,Los Angeles,LiMai Montessori Academy,Elementary School (Private),https://limaiacademy.com/diamond-bar/,(909) 860-4001,No Data,diamondbar@limaimontessori.com,Christine Quintero,No Data,No Data,,,,
FALSE,,Los Angeles,Maple Hill Elementary,Elementary Schools (Public),www.wvusd.k12.ca.us,(909) 861-6224,No Data,kmcneil@wvusd.org,Kimberly McNeil,(909) 861-6224,51110,,,,
FALSE,,Los Angeles,Quail Summit Elementary,Elementary Schools (Public),www.wvusd.k12.ca.us,(909) 861-3004,No Data,nhernandez@wvusd.org,Nicole Hernandez,No Data,No Data,,,,
FALSE,,Los Angeles,Ron Hockwalt Academies (Continuation),Continuation High Schools,www.wvusd.k12.ca.us,(909) 594-0776,No Data,asmith@wvusd.org,Amy Smith,(909) 595-1261,No Data,,,,
FALSE,,Los Angeles,South Pointe Middle,Intermediate/Middle Schools (Public),www.wvusd.k12.ca.us,(909) 595-8171,No Data,mbrummett@wvusd.org,Matthew Brummett,(909) 595-8171,No Data,,,,
FALSE,,Los Angeles,Suzanne Middle,Intermediate/Middle Schools (Public),www.wvusd.k12.ca.us,(909) 594-1657,No Data,mspinogatti@wvusd.org,Matthew Spinogatti,(909) 594-1657,55202,,,,
FALSE,,Los Angeles,Triple-I Academy,K-12 Schools (Private),tripleiacademy.com,(626) 347-9478,No Data,nps@cde.ca.gov,Mary Tascian-Williams,No Data,No Data,,,,
FALSE,,Los Angeles,Vejar Elementary,Elementary Schools (Public),www.wvusd.k12.ca.us,(909) 594-1434,No Data,wkosloski@wvusd.org,Whitney Kosloski,(909) 594-1434,38144,,,,
FALSE,,Los Angeles,Walnut Elementary,Elementary Schools (Public),www.wvusd.k12.ca.us,(909) 594-1820,No Data,rchang@wvusd.org,Robert Chang,(909) 594-1820,32250,,,,
FALSE,,Los Angeles,Walnut High,High Schools (Public),www.wvusd.k12.ca.us,(909) 594-1333,No Data,jnorell@wvusd.org,Jamie Norell,(909) 594-1333,43620,,,,
FALSE,,Los Angeles,Walnut Valley Adult,Adult Education Centers,No Data,(909) 594-0619,No Data,asmith@wvusd.org,Amy Smith,(909) 595-1261,No Data,,,,
FALSE,,Los Angeles,California Elementary,Elementary Schools (Public),No Data,(626) 939-4800,No Data,mdaniels@wcusd.org,Melissa Daniels,(626) 939-4800,No Data,,,,
FALSE,,Los Angeles,California Virtual Academy @ Los Angeles,K-12 Schools (Public),www.caliva.org,(805) 581-0202,No Data,fburke@caliva.org,April Warren,(805) 581-0202,No Data,,,,
FALSE,,Los Angeles,Cameron Elementary,Elementary Schools (Public),No Data,(626) 931-1740,No Data,rwolf@wcusd.org,Rochelle Wolf,(626) 931-1740,No Data,,,,
FALSE,,Los Angeles,Coronado High (Continuation),Continuation High Schools,No Data,(626) 931-1810,No Data,jshirley@wcusd.org,Janet Shirley,(626) 931-1810,No Data,,,,
FALSE,,Los Angeles,Edgewood High,High Schools (Public),www.wcusd.org,(626) 939-0600,No Data,info@wcusd.net,Kimberly Cabrera,(626) 939-0600,6051,,,,
FALSE,,Los Angeles,Edgewood Middle,Intermediate/Middle Schools (Public),No Data,(626) 939-4900,No Data,kcabrera@wcusd.org,Kimberly Cabrera,(626) 939-0600,6051,,,,
FALSE,,Los Angeles,Hollencrest Middle,Intermediate/Middle Schools (Public),No Data,(626) 931-1760,No Data,kgarcia@wcusd.org,Katrina Garcia,(626) 931-1760,3050,,,,
FALSE,,Los Angeles,Merced Elementary,Elementary Schools (Public),No Data,(626) 931-1700,No Data,mdominguez@wcusd.org,Monica Dominguez,(626) 931-1700,No Data,,,,
FALSE,,Los Angeles,Merlinda Elementary,Elementary Schools (Public),No Data,(626) 931-1720,No Data,ktatchung@wcusd.org,Kathy Tat-Chung,(626) 931-1720,No Data,,,,
FALSE,,Los Angeles,Monte Vista Elementary,Elementary Schools (Public),No Data,(626) 939-4830,No Data,dkessler@wcusd.org,Damian Kessler,(626) 939-4830,No Data,,,,
FALSE,,Los Angeles,Mt. SAC Early College Academy at West Covina,Alternative Schools of Choice,http://mtsaceca.wcusd.org/,(626) 332-7217,No Data,mtsacademy@wcusd.org,Nathan Slaymaker,(626) 332-7217,7050,,,,
FALSE,,Los Angeles,NeoVerge Dream School,K-12 Schools (Private),No Data,Information Redacted,No Data,apexinternationalsportsacademy@gmail.com,Shayna Markwongnark,No Data,No Data,,,,
FALSE,,Los Angeles,Orangewood Elementary,Elementary Schools (Public),No Data,(626) 939-4820,No Data,cwelch@wcusd.org,Chantal Welch,(626) 939-4820,No Data,,,,
FALSE,,Los Angeles,San Jose Charter Academy,Elementary Schools (Public),www.sanjosecharteracademy.com,(626) 856-1693,No Data,erin.shiroma@sjcharter.com,Erin Shiroma,(626) 856-1693,4001,,,,
FALSE,,Los Angeles,South Hills Academy,Elementary School (Private),shacademy.org,(626) 919-2000,No Data,goka@shacademy.org,Frank Qian,No Data,No Data,,,,
FALSE,,Los Angeles,St. Christopher Parish School,Elementary School (Private),www.scpswc.com,(626) 960-3079,No Data,nps@cde.ca.gov,Rhonda Olvera,No Data,No Data,,,,
FALSE,,Los Angeles,Vine Elementary,Elementary Schools (Public),No Data,(626) 931-1790,No Data,glevesque@wcusd.org,Glenda Levesque,(626) 931-1790,No Data,,,,
FALSE,,Los Angeles,Walnut Grove Intermediate,Intermediate/Middle Schools (Public),www.wcusd.org,(626) 919-7018,No Data,jmata@wcusd.org,Jose Mata,(626) 919-7018,4051,,,,
FALSE,,Los Angeles,Wescove Elementary,Elementary Schools (Public),No Data,(626) 939-4870,No Data,vjaramillo@wcusd.org,Valarie Jaramillo,(626) 939-4870,No Data,,,,
FALSE,,Los Angeles,West Covina High,High Schools (Public),No Data,(626) 859-2900,No Data,cpark@wcusd.org,Charles Park,(626) 859-2900,8050,,,,
FALSE,,Los Angeles,Anaverde Hills,Elementary Schools (Public),No Data,(661) 575-9923,No Data,c.stanis@westside.k12.ca.us,Corey Stanis,(661) 575-9923,No Data,,,,
FALSE,,Los Angeles,Cottonwood Elementary,Elementary Schools (Public),No Data,(661) 267-2825,No Data,t.morreale@westside.k12.ca.us,Tom Morreale,(661) 267-2825,No Data,,,,
FALSE,,Los Angeles,Del Sur Senior Elementary,Elementary Schools (Public),No Data,(661) 942-0488,No Data,n.compton@westside.k12.ca.us,Natalia Compton,(661) 942-0488,No Data,,,,
FALSE,,Los Angeles,Esperanza Elementary,Elementary Schools (Public),www.westside.k12.ca.us,(661) 575-0420,No Data,k.conner@westside.k12.ca.us,Kathryn Conner,(661) 575-0420,No Data,,,,
FALSE,,Los Angeles,Gregg Anderson Academy,Elementary Schools (Public),www.westside.k12.ca.us,(661) 206-3750,No Data,n.zuaro@westside.k12.ca.us,Noelle Zuaro,(661) 206-3750,No Data,,,,
FALSE,,Los Angeles,Hillview Middle,Intermediate/Middle Schools (Public),No Data,(661) 722-9993,No Data,jordon.holmes@westside.k12.ca.us,Jordon Holmes,(661) 722-9993,No Data,,,,
FALSE,,Los Angeles,Joe Walker Middle,Intermediate/Middle Schools (Public),No Data,(661) 943-3258,No Data,c.boggs@westside.k12.ca.us,Casey Boggs,(661) 943-3258,No Data,,,,
FALSE,,Los Angeles,Leona Valley Elementary,Elementary Schools (Public),No Data,(661) 948-9010,No Data,c.stanis@westside.k12.ca.us,Corey Stanis,(661) 948-9010,No Data,,,,
FALSE,,Los Angeles,Quartz Hill Elementary,Elementary Schools (Public),www.westside.k12.ca.us,(661) 943-3236,No Data,s.khalifa@westside.k12.ca.us,Shine Khalifa,(661) 943-3236,No Data,,,,
FALSE,,Los Angeles,Rancho Vista Elementary,Elementary Schools (Public),No Data,(661) 722-0148,No Data,r.davis@westside.k12.ca.us,Rebecca Davis,(661) 722-0148,No Data,,,,
FALSE,,Los Angeles,Small Wonders Preschool & Learning Center,Kindergartens (Private),https://smallwondersdaycareca.com,(661) 418-0082,No Data,vrose@smallwondersinc.org,Veronica Rose,No Data,No Data,,,,
FALSE,,Los Angeles,Sundown Elementary,Elementary Schools (Public),No Data,(661) 722-3026,No Data,n.culver@westside.k12.ca.us,Jill Culver,(661) 722-3026,No Data,,,,
FALSE,,Los Angeles,Valley View Elementary,Elementary Schools (Public),No Data,(661) 943-2451,No Data,r.hofmann@westside.k12.ca.us,Renee Hofmann,(661) 943-2451,No Data,,,,
FALSE,,Los Angeles,B'nai Ha Aliyah - Children of Ascent Academy,Elementary School (Private),No Data,(562) 360-9579,No Data,childrenofascentacademy@yahoo.com,Patricia Summers,No Data,No Data,,,,
FALSE,,Los Angeles,Christian Sorensen Science Academy,Elementary Schools (Public),http://sorensen.whittiercity.net,(562) 789-3220,No Data,sorensen.school@whittiercity.net,Patricia Leano,(562) 789-3221,No Data,,,,
FALSE,,Los Angeles,Daniel Phelan Language Academy,Elementary Schools (Public),http://phelan.whittiercity.net,(562) 789-3210,No Data,phelan.school@whittiercity.net,Anthony Granado,(562) 789-3211,No Data,,,,
FALSE,,Los Angeles,Early Childhood Education Center,Preschool,www.ecec.whittiercity.net,(562) 789-3230,No Data,gdiomedes@whittiercity.net,Giorgia Diomedes,(562) 789-3230,No Data,,,,
FALSE,,Los Angeles,Freedom Christian Academy,Elementary School (Private),http://www.go2freedom.org/fca,(562) 378-6020,No Data,braydon@go2freedom.org,Braydon Smith,No Data,No Data,,,,
FALSE,,Los Angeles,Hadley,Elementary School (Private),hadleyschool.ocm,(562) 699-0539,No Data,hadleypreschool@aol.com,Diane York,No Data,No Data,,,,
FALSE,,Los Angeles,Katherine Edwards Middle School STEAM & Dual Immersion Academy,Intermediate/Middle Schools (Public),http://edwards.whittiercity.net,(562) 789-3115,No Data,ttagle@whittiercity.net,Tiffany Lizer,(562) 789-3116,No Data,,,,
FALSE,,Los Angeles,Keystone Montessori Preschool Whittier,Elementary School (Private),No Data,(562) 303-7273,No Data,nps@cde.ca.gov,Hasitha Weerasekara,No Data,No Data,,,,
FALSE,,Los Angeles,Longfellow Elementary,Elementary Schools (Public),http://longfellow.whittiercity.net,(562) 789-3180,No Data,longfellow.school@whittiercity.net,Violeta Hernandez,(562) 789-3181,No Data,,,,
FALSE,,Los Angeles,Lou Henry Hoover School of Fine Arts,Elementary Schools (Public),http://hoover.whittiercity.net,(562) 789-3150,No Data,jcapitulo@whittiercity.net,Jennifer Capitulo,(562) 789-3151,No Data,,,,
FALSE,,Los Angeles,Lydia Jackson College Preparatory Academy,Elementary Schools (Public),http://jackson.whittiercity.net,(562) 789-3160,No Data,bleeper@whittiercity.net,Bernadette Leeper,(562) 789-3161,No Data,,,,
FALSE,,Los Angeles,Mill School and Technology Academy,Elementary Schools (Public),http://msta.whittiercity.net,(562) 789-3190,No Data,sbottomley@wshittiercity.net,Sarah Bottomley,(562) 789-3190,No Data,,,,
FALSE,,Los Angeles,Orange Grove Elementary,Elementary Schools (Public),http://orangegrove.whittiercity.net,(562) 789-3200,No Data,mhurtado@whittiercity.net,Melissa Hurtado,(562) 789-3200,No Data,,,,
FALSE,,Los Angeles,Oxford Pentecostal Academy,K-12 Schools (Private),No Data,Information Redacted,No Data,nps@cde.ca.gov,Melissa Oxford,No Data,No Data,,,,
FALSE,,Los Angeles,Risingstar Christian Academy,K-12 Schools (Private),No Data,(562) 335-5754,No Data,nps@cde.ca.gov,Michael Beard,No Data,No Data,,,,
FALSE,,Los Angeles,St. Mary of the Assumption Elementary,Elementary School (Private),stmaryswhittier.org,(562) 698-0253,No Data,nps@cde.ca.gov,Maria Ortizl,No Data,No Data,,,,
FALSE,,Los Angeles,The Broadoaks School of Whittier College,Elementary School (Private),www.broadoaksschool.org,(562) 907-4250,No Data,llira@whittier.edu,Nicole Baitx Kennedy,No Data,No Data,,,,
FALSE,,Los Angeles,Wallen L. Andrews,Elementary Schools (Public),http://andrews.whittiercity.net,(562) 789-3140,No Data,andrews.school@whittiercity.net,Heidi Rico Magaña,(562) 789-3141,No Data,,,,
FALSE,,Los Angeles,Walter F. Dexter Middle,Intermediate/Middle Schools (Public),http://dexter.whittiercity.net,(562) 789-3090,No Data,msansone@whittiercity.net,Mariana Sansone,(562) 789-3090,No Data,,,,
FALSE,,Los Angeles,West Whittier Elementary,Elementary Schools (Public),http://westwhittier.whittiercity.net,(562) 789-3240,No Data,westwhittier.school@whittiercity.net,Lisa ElSabbagh,(562) 789-3241,No Data,,,,
FALSE,,Los Angeles,Whittier Friends School,Elementary School (Private),whittierfriendsschool.org,(562) 945-1654,No Data,nps@cde.ca.gov,Cassie Caringella,No Data,No Data,,,,
FALSE,,Los Angeles,Whittier Independent Study,Alternative Schools of Choice,No Data,(562) 789-3038,No Data,agranado@whittiercity.net,Antonio Granado,(562) 789-3038,No Data,,,,
FALSE,,Los Angeles,Adult Division Center,Adult Education Centers,No Data,(562) 698-8121,1300,margie.moriarty@wuhsd.k12.ca.us,Margie Moriarty,(562) 698-8121,1305,,,,
FALSE,,Los Angeles,California High,High Schools (Public),No Data,(562) 698-8121,3000,shana.jones@wuhsd.org,Shana Jones,No Data,No Data,,,,
FALSE,,Los Angeles,Frontier High (Continuation),Continuation High Schools,No Data,(562) 698-8121,1200,margie.moriarty@wuhsd.org,Margie Moriarty,(562) 698-8121,1200,,,,
FALSE,,Los Angeles,Keystone Academy,K-12 Schools (Private),www.keystoneacademyschool.com,(562) 862-7134,No Data,admin@keystoneacademyschool.com,Janene Gerl,No Data,No Data,,,,
FALSE,,Los Angeles,La Serna High,High Schools (Public),No Data,(562) 698-8121,6000,griselda.castro@wuhsd.org,Griselda Castro,(562) 698-8121,6000,,,,
FALSE,,Los Angeles,Pioneer High,High Schools (Public),No Data,(562) 698-8121,5000,mary.chapman@wuhsd.org,Mary Chapman,(562) 698-8121,5000,,,,
FALSE,,Los Angeles,Santa Fe High,High Schools (Public),No Data,(562) 698-8121,4000,craig.campbell@wuhsd.org,Craig Campbell,(562) 698-8121,4000,,,,
FALSE,,Los Angeles,Sierra Vista High (Alternative),Alternative Schools of Choice,No Data,(562) 698-8121,1330,margie.moriarty@wuhsd.org,Margie Moriarty,(562) 698-8121,1300,,,,
FALSE,,Los Angeles,St. Paul High School,High Schools (Private),www.stpaulhs.org,(562) 698-6246,No Data,nps@cde.ca.gov,Robert Miller,No Data,No Data,,,,
FALSE,,Los Angeles,Whittier High,High Schools (Public),No Data,(562) 698-8121,2000,andres.favela@wuhsd.org,Andres Favela,No Data,No Data,,,,
FALSE,,Los Angeles,Academy of the Canyons,High Schools (Public),www.academyofthecanyons.com,(661) 362-3056,No Data,jfine@hartdistrict.org,Juliet Fine,No Data,No Data,,,,
FALSE,,Los Angeles,Arroyo Seco Junior High,Intermediate/Middle Schools (Public),www.arroyosecojuniorhigh.org,(661) 296-0991,No Data,bnecessary@hartdistrict.orb,Brian Necessary,No Data,No Data,,,,
FALSE,,Los Angeles,Bowman (Jereann) High (Continuation),Continuation High Schools,www.bowmanhighschool.org,(661) 253-4400,No Data,nzamora@hartdistrict.org,Nina Zamora,No Data,No Data,,,,
FALSE,,Los Angeles,Canyon High,High Schools (Public),www.canyonhighcowboys.org,(661) 252-6110,No Data,sholcombe@hartdistrict.org,Shellie Holcombe,No Data,No Data,,,,
FALSE,,Los Angeles,Castaic High,High Schools (Public),www.castaichighschool.org,(661) 888-6288,No Data,bwobrock@hartdistrict.org,Ben Wobrock,(661) 222-1220,No Data,,,,
FALSE,,Los Angeles,Golden Oak Adult,Adult Education Centers,www.goldenoakadultschool.com,(661) 253-0583,No Data,bwilson@hartdistriict.org,Bryan Wilson,(661) 253-0583,No Data,,,,
FALSE,,Los Angeles,Golden Valley High,High Schools (Public),www.goldenvalleyhs.org,(661) 298-8140,No Data,jambrose@hartdistrict.org,Jennifer Ambrose,(661) 298-8140,No Data,,,,
FALSE,,Los Angeles,La Mesa Junior High,Intermediate/Middle Schools (Public),www.lamesajuniorhigh.org,(661) 250-0022,No Data,tflores@hartdistrict.org,Thomas Flores,(661) 250-0022,No Data,,,,
FALSE,,Los Angeles,Learning Post Academy (Alternative),Alternative Schools of Choice,www.learningpostacademy.org/,(661) 255-8338,No Data,jdautremont@hartdistrict.org,Jason D'Autremont,No Data,No Data,,,,
FALSE,,Los Angeles,Lighthouse Christian Academy,K-12 Schools (Private),No Data,(661) 917-0182,No Data,nps@cde.ca.gov,Diane Brooks,No Data,No Data,,,,
FALSE,,Los Angeles,Mission View Public,High Schools (Public),www.missionview.org,(661) 874-1341,No Data,cbo@missionview.org,Corrine Manley,No Data,No Data,,,,
FALSE,,Los Angeles,Opportunities for Learning - William S. Hart,High Schools (Public),www.oflschools.org,(661) 607-0153,No Data,oflwshleadership@oflschools.org,Iliana Kiriakos,(909) 531-3015,No Data,,,,
FALSE,,Los Angeles,Placerita Junior High,Intermediate/Middle Schools (Public),www.placeritajuniorhigh.org,(661) 259-1551,No Data,jturner@hartdistrict.org,John Turner,No Data,No Data,,,,
FALSE,,Los Angeles,Rancho Pico Junior High,Junior High Schools (Public),www.ranchopicojuniorhigh.org,(661) 284-3260,No Data,abarrios@hartdistrict.org,Adam Barrios,No Data,No Data,,,,
FALSE,,Los Angeles,Rio Norte Junior High,Junior High Schools (Public),www.rionortejuniorhigh.org,(661) 295-3700,No Data,bjbennett@hartdistrict.org,Brenda Bennett,No Data,No Data,,,,
FALSE,,Los Angeles,Santa Clarita Valley International,K-12 Schools (Public),http://ileadsantaclarita.org,(661) 705-4820,No Data,kelly.obrien@ileadschools.org,Martha Spansel,No Data,No Data,,,,
FALSE,,Los Angeles,Saugus High,High Schools (Public),www.sauguscenturions.com,(661) 297-3900,No Data,gpeterson@hartdistrict.org,Genevieve Peterson-Henry,No Data,No Data,,,,
FALSE,,Los Angeles,Sierra Vista Junior High,Intermediate/Middle Schools (Public),www.sierravistajuniorhigh.org,(661) 252-3113,No Data,mgarrett@hartdistrict.org,Marcus Garrett,No Data,No Data,,,,
FALSE,,Los Angeles,Valencia High,High Schools (Public),www.valenciavikings.com,(661) 294-1188,No Data,kwelch@hartdistrict.org,Kullen Welch,(661) 294-1188,No Data,,,,
FALSE,,Los Angeles,West Ranch High,High Schools (Public),www.westranchhighschool.com,(661) 222-1220,No Data,rjfisher@hartdistrict.org,Robert Fisher,(661) 222-1220,No Data,,,,
FALSE,,Los Angeles,William S. Hart High,High Schools (Public),www.harthighschool.org,(661) 259-7575,No Data,jdautremont@hartdistrict.org,Jason D'Autremont,No Data,No Data,,,,
FALSE,,Los Angeles,Challenger Middle,Intermediate/Middle Schools (Public),No Data,(661) 264-1790,No Data,dmayberry@wilsona.k12.ca.us,Donnell Mayberry,(661) 264-1790,No Data,,,,
FALSE,,Los Angeles,Vista San Gabriel Elementary,Elementary Schools (Public),No Data,(661) 264-1155,No Data,tbennett@wilsona.k12.ca.us,Daniel Soto,(661) 264-1115,3001,,,,
FALSE,,Los Angeles,Wilsona Elementary,Elementary Schools (Public),No Data,(661) 264-2118,No Data,jhammond@wilsona.k12.ca.us,Joan Hammond,(661) 264-2188,4901,,,,
FALSE,,Los Angeles,Aviation Elementary,Elementary Schools (Public),No Data,(310) 725-2151,No Data,sgraves@wiseburn.org,Summer Graves,(310) 725-2101,2100,,,,
FALSE,,Los Angeles,Beach Cities Montessori School,Elementary School (Private),www.beachcitiesmontessori.com,(424) 360-0166,No Data,diane@beachcitiesmontessori.com,Traci Sell,No Data,No Data,,,,
FALSE,,Los Angeles,Da Vinci Communications,High Schools (Public),www.davincischools.org,(310) 725-5800,4,adaramola@davincischools.org,Andrew Daramola,(310) 725-5800,No Data,,,,
FALSE,,Los Angeles,Da Vinci Connect,K-12 Schools (Public),www.davincischools.org,(310) 725-5800,1603,mamato@davincischools.org,Michelle Rainey,(310) 725-5800,1603,,,,
FALSE,,Los Angeles,Da Vinci Design,High Schools (Public),www.davincischools.org,(310) 725-5800,No Data,mamato@davincischools.org,Samantha Navarro,(310) 725-5800,No Data,,,,
FALSE,,Los Angeles,Da Vinci Science,High Schools (Public),www.davincischools.org,(310) 725-5800,No Data,glong@davincischools.org,Grace Long,(310) 725-5800,No Data,,,,
FALSE,,Los Angeles,Del Aire Elementary,Elementary Schools (Public),No Data,(310) 725-2100,No Data,jlubs@wiseburn.org,Jessica Lubs,(310) 725-2101,1100,,,,
FALSE,,Los Angeles,Hollyglen Elementary,Elementary Schools (Public),No Data,(310) 725-5400,No Data,kclark@wiseburn.org,Kiana Clark,(310) 725-2101,3100,,,,
FALSE,,Los Angeles,Success Learning Center,Special Education Schools (Public),www.wiseburn.k12.ca.us,(310) 725-2101,5510,sgreen@wiseburn.org,Sarah Green,(310) 725-2101,5500,,,,
FALSE,,Los Angeles,Wiseburn Middle,Intermediate/Middle Schools (Public),No Data,(310) 725-2101,4100,lwilberg@wiseburn.org,Lisa Wilberg,(310) 725-2101,4100,,,,
FALSE,,Madera,Alview Elementary,Elementary Schools (Public),www.adusd.k12.ca.us/,(559) 665-2275,No Data,mparreira@adusd.us,Maryanne Parreira,(559) 665-2275,No Data,,,,
FALSE,,Madera,Chowchilla Adventist School,Elementary School (Private),https://www.chowchillaschool.org/,(559) 665-1853,No Data,nps@cde.ca.gov,Timothy Nevis,No Data,No Data,,,,
FALSE,,Madera,Dairyland Elementary,Elementary Schools (Public),www.adusd.k12.ca.us/,(559) 665-2394,No Data,sperry@adusd.us,Sheila Perry,(559) 665-2394,No Data,,,,
FALSE,,Madera,Fresno Flats Community Day,District Community Day Schools,http://basslakeschooldistrict.com,(559) 642-1555,No Data,mtownsend@basslakesd.org,Michelle Townsend,(559) 642-1555,1001,,,,
FALSE,,Madera,Oak Creek Intermediate,Intermediate/Middle Schools (Public),http://oakcreekintermediate.weebly.com/,(559) 642-1555,No Data,tmcgrew@basslakesd.org,Tim McGrew,(559) 642-1555,1021,,,,
FALSE,,Madera,Oakhurst Elementary,Elementary Schools (Public),No Data,(559) 642-1555,1024,cwilliams@basslakesd.org,Catherine Williams,(559) 642-1580,3102,,,,
